"","name1","addr1","phone1"
"657","안양제일 (본점)"," 경기 안양시 만안구 안양천서로 229 ","031-444-7771"
"658","안양제일 (덕천래미안)"," 경기 안양시 만안구 안양천서로 177 ","031-443-3008"
"659","안양제일 (목련)"," 경기 안양시 동안구 평촌대로211번길 16 ","031-476-7711"
"660","안양동부 (본점)"," 경기 안양시 동안구 동편로 136 ","031-449-0236"
"661","안양동부 (래미안)"," 경기 안양시 동안구 관악대로 121 ","031-441-4782"
"662","안양동부 (임곡)"," 경기 안양시 동안구 임곡로 62 ","031-442-0753"
"663","동안 (본점)"," 경기 안양시 동안구 인덕원로24번길 46 ","031-422-2700"
"664","동안 (마분)"," 경기 안양시 동안구 관악대로339번길 5 ","031-384-3015"
"665","동안 (평촌)"," 경기 안양시 동안구 흥안대로456번길 11 ","031-421-2740"
"666","동안 (귀인)"," 경기 안양시 동안구 귀인로190번길 140 ","031-383-2743"
"667","동안 (비산)"," 경기 안양시 동안구 평촌대로 382-1 ","031-385-1141"
"668","안양만안 (본점)"," 경기 안양시 만안구 양화로 118 ","031-444-0057"
"669","안양만안 (안양박달1)"," 경기 안양시 만안구 박달로 476 ","031-465-1157"
"670","안양만안 (충훈)"," 경기 안양시 만안구 충훈로 70 ","031-473-0096"
"671","안양중부 (본점)"," 경기 안양시 만안구 안양로291번길 7 ","031-445-5555"
"672","안양중부 (안양1동)"," 경기 안양시 만안구 장내로 174 ","031-444-8383"
"673","안양중부 (안양5동)"," 경기 안양시 만안구 안양로257번길 36 ","031-449-0588"
"674","안양북부 (본점)"," 경기 안양시 만안구 안양로 487 ","031-472-0466"
"675","안양북부 (만안)"," 경기 안양시 만안구 안양로 368 ","031-466-3812"
"676","안양북부 (예술공원)"," 경기 안양시 만안구 예술공원로 70 ","031-474-4577"
"677","안양북부 (석수)"," 경기 안양시 만안구 경수대로1201번길 23 ","031-472-8011"
"678","안양북부 (삼막)"," 경기 안양시 만안구 삼막로 11 ","031-442-3102"
"679","안양북부 (연현)"," 경기 안양시 만안구 연현로 71 ","031-471-7848"
"680","안양북부 (석수역)"," 경기 안양시 만안구 경수대로 1430 ","031-689-4757"
"681","안양남부 (본점)"," 경기 안양시 동안구 경수대로 560 ","031-452-7542"
"682","안양남부 (호계2동)"," 경기 안양시 동안구 귀인로 114 ","031-459-7542"
"683","안양남부 (호계3동)"," 경기 안양시 동안구 엘에스로 36 ","031-453-7542"
"684","안양남부 (호성)"," 경기 안양시 동안구 경수대로 428 ","031-457-7542"
"685","안양남부 (범계)"," 경기 안양시 동안구 경수대로 767 ","031-477-7542"
"686","한국마사회 (본점)"," 경기 과천시 경마공원대로 107 ","02-509-1428"
"687","과천 (본점)"," 경기 과천시 과천대로 608-7 ","02-502-3155"
"688","과천 (별양)"," 경기 과천시 별양상가1로 30 ","02-502-3602"
"689","금정 (본점)"," 경기 군포시 당산로 134 ","031-452-9472"
"690","금정 (중앙)"," 경기 군포시 산본로 378 ","031-393-9472"
"691","군포 (본점)"," 경기 군포시 군포로 522 ","031-454-7577"
"692","군포 (당동)"," 경기 군포시 군포로 491 ","031-399-7577"
"693","군포 (광정)"," 경기 군포시 광정로 80 ","031-399-9800"
"694","군포 (산본역)"," 경기 군포시 번영로 515 ","031-394-9600"
"695","산본 (본점)"," 경기 군포시 산본천로211번길 13 ","031-393-4766"
"696","산본 (산본)"," 경기 군포시 금산로 68 ","031-394-0102"
"697","산본 (금정역)"," 경기 군포시 산본천로 214 ","031-392-5766"
"698","의왕 (본점)"," 경기 의왕시 원골로 4 ","031-452-2984"
"699","의왕 (고천)"," 경기 의왕시 왕곡로 24 ","031-456-2330"
"700","의왕 (오전)"," 경기 의왕시 효행로 34 ","031-452-5309"
"701","의왕 (부곡)"," 경기 의왕시 부곡중앙로 23-2 ","031-459-8808"
"702","의왕 (청계포일)"," 경기 의왕시 안양판교로 146 ","031-426-1441"
"703","카길애그리퓨리나 (본점)"," 경기 성남시 분당구 돌마로 42 ","031-710-6046"
"704","성남수정 (본점)"," 경기 성남시 수정구 수정로 276 ","031-735-8991"
"705","성남수정 (제1)"," 경기 성남시 수정구 수정로 230 ","031-735-8993"
"706","성남수정 (위례중앙역)"," 경기 성남시 수정구 위례광장로 320 ","031-735-8994"
"707","성남수정 (제3)"," 경기 성남시 수정구 산성대로269번길 10 ","031-735-8995"
"708","성남수정 (서현역)"," 경기 성남시 분당구 중앙공원로39번길 49 ","031-703-8991"
"709","성남수정 (위례)"," 경기 성남시 수정구 위례동로 141 ","031-721-8991"
"710","성남수정 (판교)"," 경기 성남시 분당구 판교로 393 ","031-731-8991"
"711","성남수정 (정자동)"," 경기 성남시 분당구 내정로17번길 2 ","031-726-8991"
"712","성남수정 (시범단지)"," 경기 성남시 분당구 중앙공원로40번길 42 ","031-747-8991"
"713","성남수정 (이매역)"," 경기 성남시 분당구 이매로 47 ","031-749-8991"
"714","성남수정 (파크타운)"," 경기 성남시 분당구 내정로 172 ","031-745-8991"
"715","낙원 (본점)"," 경기 성남시 수정구 성남대로 1197 ","031-778-6000"
"716","낙원 (서부)"," 경기 성남시 수정구 탄리로 80 ","031-756-3501"
"717","낙원 (금빛)"," 경기 성남시 수정구 남문로 111 ","031-756-4001"
"718","낙원 (도촌)"," 경기 성남시 중원구 도촌남로 33 ","031-751-3990"
"719","낙원 (정자역)"," 경기 성남시 분당구 성남대로331번길 7 ","031-719-6040"
"720","낙원 (효자촌)"," 경기 성남시 분당구 불정로 379 ","031-709-6040"
"721","낙원 (판교)"," 경기 성남시 분당구 판교역로192번길 16 ","031-8017-6040"
"722","낙원 (판교테크노밸리)"," 경기 성남시 분당구 판교역로 240 ","031-698-3504"
"723","성남제일 (본점)"," 경기 성남시 수정구 산성대로 373 ","031-733-7400"
"724","성남제일 (산성뉴타운)"," 경기 성남시 수정구 수정남로 289 ","031-733-0074"
"725","성남제일 (논골)"," 경기 성남시 수정구 논골로 5 ","031-733-7405"
"726","성남제일 (신흥)"," 경기 성남시 수정구 수정남로 119 ","031-757-2418"
"727","성남제일 (수진)"," 경기 성남시 수정구 제일로137번길 17 ","031-751-8514"
"728","성남제일 (수내)"," 경기 성남시 분당구 황새울로258번길 19 ","031-719-6105"
"729","성남제일 (야탑)"," 경기 성남시 분당구 매화로 42 ","031-705-0491"
"730","성남제일 (미금)"," 경기 성남시 분당구 성남대로 165 ","031-782-4510"
"731","성남제일 (분당)"," 경기 성남시 분당구 불정로 258 ","031-8022-7301"
"732","성남제일 (서현)"," 경기 성남시 분당구 서현로210번길 1 ","031-781-5500"
"733","성남북부 (본점)"," 경기 성남시 수정구 복정로 159 ","031-759-4139"
"734","성남북부 (위례)"," 경기 성남시 수정구 위례광장로 27 ","031-698-4139"
"735","성남동부 (본점)"," 경기 성남시 중원구 산성대로 518 ","031-740-5400"
"736","성남동부 (금광1동)"," 경기 성남시 중원구 광명로342번길 2 ","031-741-4263"
"737","성남동부 (금광2동)"," 경기 성남시 중원구 광명로 353 ","031-749-0082"
"738","성남동부 (남한산성역)"," 경기 성남시 중원구 산성대로 444 ","031-749-4074"
"739","성남동부 (상대원1동)"," 경기 성남시 중원구 둔촌대로425번길 13 ","031-746-0250"
"740","성남동부 (상대원3동)"," 경기 성남시 중원구 박석로 90 ","031-742-4011"
"741","성남동부 (상대원2동)"," 경기 성남시 중원구 금상로 33-1 ","031-734-2278"
"742","성남동부 (대원)"," 경기 성남시 중원구 희망로353번길 3 ","031-734-8512"
"743","성남동부 (은행1동)"," 경기 성남시 중원구 은행로 82 ","031-732-1892"
"744","성남동부 (야탑)"," 경기 성남시 분당구 성남대로925번길 11 ","031-709-3236"
"745","성남동부 (판교)"," 경기 성남시 분당구 서판교로 160 ","031-8016-5470"
"746","중원 (본점)"," 경기 성남시 중원구 성남대로 981 ","031-721-0121"
"747","중원 (중앙동)"," 경기 성남시 중원구 산성대로334번길 12 ","031-742-5886"
"748","중원 (모란)"," 경기 성남시 중원구 광명로16번길 3 ","031-754-7667"
"749","중원 (하대원)"," 경기 성남시 중원구 둔촌대로 299 ","031-721-0122"
"750","중원 (하대원제일)"," 경기 성남시 중원구 둔촌대로 252 ","031-754-0498"
"751","중원 (성남)"," 경기 성남시 중원구 광명로 108 ","031-754-7333"
"752","중원 (서판교)"," 경기 성남시 분당구 운중로 176 ","031-8016-1711"
"753","성남중부 (본점)"," 경기 성남시 수정구 제일로 178 ","031-753-2666"
"754","성남중부 (중앙)"," 경기 성남시 수정구 수정남로 62 ","031-751-3794"
"755","성남중부 (태평1)"," 경기 성남시 수정구 수정로 45-1 ","031-752-4664"
"756","성남중부 (태평3)"," 경기 성남시 수정구 남문로43번길 2 ","031-756-5216"
"757","성남중부 (분당구미)"," 경기 성남시 분당구 미금로 40 ","031-711-3320"
"758","성남중부 (판교백현)"," 경기 성남시 분당구 동판교로 58 ","031-8017-2666"
"759","SK케미칼 (본점)"," 경기 성남시 분당구 판교로 310 ","02-2008-2117"
"760","광주 (본점)"," 경기 광주시 중앙로 130 ","031-762-2954"
"761","광주 (역동)"," 경기 광주시 중앙로 95-6 ","031-762-0203"
"762","광주 (회덕)"," 경기 광주시 이배재로 116 ","031-766-2954"
"763","광주 (능평)"," 경기 광주시 오포읍 능평로 189 ","031-767-2951"
"764","남한산성 (본점)"," 경기 광주시 남한산성면 남한산성로 767 ","031-749-9668"
"765","남한산성 (송정)"," 경기 광주시 중앙로 334 ","031-768-4333"
"766","용문통합 (본점)"," 경기 양평군 용문면 용문로 349-1 ","031-773-3401"
"767","용문통합 (광탄)"," 경기 양평군 용문면 용문로 812 ","031-773-4294"
"768","양평중앙 (본점)"," 경기 양평군 양평읍 양근로 197-2 ","031-771-2640"
"769","양평중앙 (양수)"," 경기도 양평군 양서면 ","031-772-6365"
"770","기아자동차 (화성)"," 경기 화성시 우정읍 기아자동차로 95 ","031-359-5176"
"771","화성 (본점)"," 경기 화성시 봉담읍 삼천병마로 1289-5 ","031-227-7008"
"772","화성 (와우)"," 경기 화성시 봉담읍 와우안길 42 ","031-222-0710"
"773","화성 (발안)"," 경기 화성시 향남읍 3.1만세로 1113 ","031-366-4500"
"774","화성 (중앙)"," 경기 화성시 효행로 1016 ","031-221-6907"
"775","화성 (동탄)"," 경기 화성시 동탄솔빛로 47 ","031-8015-4713"
"776","화성 (반월동)"," 경기 화성시 영통로61번길 6 ","031-202-1341"
"777","화성 (향남중앙)"," 경기 화성시 향남읍 행정죽전로4길 1 ","031-353-1800"
"778","화성 (신동탄)"," 경기 화성시 동탄순환대로 617 ","031-374-9644"
"779","화성 (반석)"," 경기 화성시 동탄반석로 208 ","031-8015-1117"
"780","경기서부 (본점)"," 경기 화성시 송산면 사강로 183-1 ","031-357-4747"
"781","경기서부 (마도)"," 경기 화성시 마도면 석교로157번길 6-17 ","031-356-3129"
"782","경기서부 (시청)"," 경기 화성시 남양읍 시청로 105 ","031-355-5106"
"783","경기서부 (이동탄)"," 경기 화성시 동탄대로시범길 261 ","031-375-8920"
"784","경기화성 (본점)"," 경기 화성시 우정읍 3.1만세로 41 ","031-351-4075"
"785","경기화성 (향남)"," 경기 화성시 향남읍 발안로 112 ","031-8059-3900"
"786","경기화성 (동탄다은)"," 경기 화성시 동탄반석로 124 ","031-8003-1475"
"787","경기화성 (향남로데오)"," 경기 화성시 향남읍 상신하길로 326 ","031-8077-4770"
"788","화산 (본점)"," 경기 화성시 화산서길18번길 28 ","031-234-0873"
"789","화산 (동탄)"," 경기 화성시 동탄지성로 148 ","031-8003-7744"
"790","화산 (병점)"," 경기 화성시 병점2로 22 ","031-231-2803"
"791","화산 (e-동탄)"," 경기 화성시 동탄순환대로 702 ","031-831-3618"
"792","화성제일 (본점)"," 경기 화성시 비봉면 양노로 114 ","031-356-5461"
"793","화성제일 (매송)"," 경기 화성시 매송면 화성로 2385 ","031-292-3342"
"794","화성제일 (남양)"," 경기 화성시 남양읍 남양성지로 119 ","031-356-6318"
"795","현대자동차 (남양)"," 경기 화성시 남양읍 현대연구소로 150 ","031-368-6195"
"796","세화 (본점)"," 경기 수원시 권선구 정조로 537 ","031-236-9970"
"797","세화 (권선)"," 경기 수원시 권선구 세권로138번길 52 ","031-236-9975"
"798","세화 (버드내)"," 경기 수원시 권선구 정조로575번길 3 ","031-236-7331"
"799","세화 (세류(역))"," 경기 수원시 권선구 정조로388번길 3 ","031-236-9973"
"800","평동 (본점)"," 경기 수원시 권선구 매송고색로 698 ","031-294-4111"
"801","평동 (오목천동)"," 경기 수원시 권선구 삼천병마로1598번길 56 ","031-294-4115"
"802","평동 (고색동)"," 경기 수원시 권선구 매송고색로 740 ","031-294-4116"
"803","서호 (본점)"," 경기 수원시 권선구 금호로 214 ","031-294-1421"
"804","서호 (서둔)"," 경기 수원시 권선구 세화로 169 ","031-294-1424"
"805","서호 (구운)"," 경기 수원시 권선구 수인로 277 ","031-294-1425"
"806","서호 (칠보)"," 경기 수원시 권선구 매실로 28 ","031-294-1426"
"807","서호 (탑동)"," 경기 수원시 권선구 탑동로 11 ","031-294-1427"
"808","서호 (금곡)"," 경기 수원시 권선구 금곡로 204 ","031-294-1428"
"809","팔달 (본점)"," 경기 수원시 팔달구 세지로 322 ","031-252-5131"
"810","팔달 (우만)"," 경기 수원시 팔달구 세지로421번길 37-1 ","031-252-5133"
"811","팔달 (영천)"," 경기 수원시 팔달구 팔달문로 26 ","031-256-9806"
"812","팔달 (인계1)"," 경기 수원시 팔달구 세지로243번길 53 ","031-226-0161"
"813","팔달 (인계2)"," 경기 수원시 팔달구 인계로 59 ","031-238-3136"
"814","팔달 (우만2동)"," 경기 수원시 팔달구 중부대로 215 ","031-213-5131"
"815","팔달 (광교)"," 경기 수원시 영통구 에듀타운로 23 ","031-214-5131"
"816","곡선 (본점)"," 경기 수원시 권선구 세권로 194 ","031-235-7403"
"817","곡선 (곡반정동)"," 경기 수원시 권선구 곡반정로65번길 27 ","031-234-8650"
"818","곡선 (권선동)"," 경기 수원시 권선구 덕영대로1207번길 50 ","031-238-9140"
"819","곡선 (온수골)"," 경기 수원시 권선구 동수원로242번길 28 ","031-237-4642"
"820","곡선 (현대아이파크)"," 경기 수원시 권선구 동수원로145번길 23 ","031-238-7496"
"821","SKC (본점)"," 경기 수원시 장안구 장안로309번길 84 ","031-250-7637"
"822","삼성전기 (본점)"," 경기 수원시 영통구 매영로 150 ","031-300-7942"
"823","삼성전자 (본점)"," 경기 수원시 영통구 삼성로 129 ","-1588-7256"
"824","삼성전자 (수원)"," 경기 수원시 영통구 삼성로 129 ","-1588-7256"
"825","서수원 (본점)"," 경기 수원시 팔달구 동말로 52 ","031-256-2826"
"826","서수원 (매교)"," 경기 수원시 팔달구 매산로116번길 42 ","031-232-6961"
"827","서수원 (세류)"," 경기 수원시 권선구 세류로 40 ","031-232-1615"
"828","서수원 (수원역전)"," 경기 수원시 팔달구 매산로 11 ","031-232-9903"
"829","서수원 (고등)"," 경기 수원시 팔달구 고등로 62 ","031-247-2500"
"830","서수원 (화서)"," 경기 수원시 팔달구 일월로22번길 11 ","031-296-8340"
"831","수원 (본점)"," 경기 수원시 장안구 정조로934번길 15 ","031-259-9310"
"832","수원 (조원)"," 경기 수원시 장안구 송정로187번길 35-1 ","031-259-9320"
"833","수원 (송죽)"," 경기 수원시 장안구 경수대로 965 ","031-259-9330"
"834","수원 (노송)"," 경기 수원시 장안구 파장로68번길 15 ","031-259-9340"
"835","수원 (정자)"," 경기 수원시 장안구 수성로 263 ","031-259-9350"
"836","수원 (율전)"," 경기도 수원시 장안구 서부로 2109-1 ","031-259-9360"
"837","수원 (연무)"," 경기 수원시 장안구 월드컵로428번길 10 ","031-259-9370"
"838","수원 (대평)"," 경기 수원시 장안구 대평로90번길 8 ","031-259-9380"
"839","수원 (연무2)"," 경기 수원시 장안구 창훈로 57-2 ","031-259-9390"
"840","수원 (광교)"," 경기 수원시 영통구 대학로 40 ","031-259-9450"
"841","동수원 (본점)"," 경기 수원시 영통구 중부대로 266 ","031-215-0172"
"842","동수원 (매탄2)"," 경기 수원시 영통구 매탄로204번길 35 ","031-213-9066"
"843","동수원 (망포)"," 경기 수원시 영통구 영통로 163-6 ","031-204-5790"
"844","동수원 (영통)"," 경기 수원시 영통구 청명남로 48-1 ","031-204-2053"
"845","동수원 (영통1)"," 경기 수원시 영통구 봉영로 1767 ","031-204-0596"
"846","동수원 (매탄3)"," 경기 수원시 영통구 인계로 216 ","031-213-6843"
"847","동수원 (광교)"," 경기 수원시 영통구 광교중앙로248번길 7-1 ","031-213-6841"
"848","수원중앙 (본점)"," 경기 수원시 팔달구 정조로 818 ","031-251-8240"
"849","수원중앙 (신안동)"," 경기 수원시 팔달구 화서문로 52 ","031-253-0045"
"850","수원중앙 (광교)"," 경기 수원시 영통구 광교로 146 ","031-240-3664"
"851","오산 (본점)"," 경기 오산시 오산로348번길 12 ","031-375-3810"
"852","오산 (양산)"," 경기 오산시 한신대길 124 ","031-372-3810"
"853","오산 (원동)"," 경기 오산시 원동로37번길 42 ","031-374-4700"
"854","오산 (갈곶)"," 경기 오산시 오산로 68 ","031-375-6520"
"855","오산 (금암)"," 경기 오산시 수청로 199 ","031-374-0937"
"856","오산 (오색시장)"," 경기 오산시 오산로272번길 22 ","031-372-0812"
"857","삼성전자 (기흥)"," 경기 용인시 기흥구 삼성로 1 ","-1588-7256"
"858","삼성에스디아이 (본점)"," 경기 용인시 기흥구 공세로 150-20 ","031-288-4181"
"859","서용인 (본점)"," 경기 용인시 수지구 현암로 108 ","031-898-2114"
"860","서용인 (광교)"," 경기 용인시 수지구 광교중앙로295번길 3 ","031-889-2114"
"861","서용인 (구성)"," 경기 용인시 기흥구 용구대로 2362 ","031-302-2114"
"862","우리용인 (본점)"," 경기 용인시 기흥구 죽전로 7 ","031-8009-0055"
"863","에버랜드 (본점)"," 경기 용인시 처인구 포곡읍 에버랜드로 199 ","031-320-8396"
"864","용인중앙 (본점)"," 경기 용인시 처인구 금령로85번길 14-3 ","031-336-4441"
"865","용인중앙 (신갈)"," 경기 용인시 기흥구 신갈로68번길 4 ","031-282-4311"
"866","용인중앙 (영덕)"," 경기 용인시 기흥구 흥덕2로87번길 18 ","031-203-9672"
"867","용인중앙 (동백)"," 경기 용인시 기흥구 평촌2로2번길 12 ","031-285-5216"
"868","용인중앙 (수지)"," 경기 용인시 수지구 풍덕천로 176-1 ","031-262-5482"
"869","SK hynix (본점)"," 경기 이천시 부발읍 경충대로 2091 ","031-630-4001"
"870","청미 (본점)"," 경기 이천시 장호원읍 장감로 81 ","031-641-3140"
"871","청미 (설성)"," 경기 이천시 설성면 진상미로 173 ","031-641-8612"
"872","청미 (신하)"," 경기 이천시 부발읍 경충대로 2216-4 ","031-634-3774"
"873","이천 (본점)"," 경기 이천시 영창로 147 ","031-635-1301"
"874","이천 (창전)"," 경기 이천시 중리천로 71 ","031-635-6115"
"875","이천 (송정)"," 경기 이천시 증신로291번길 121 ","031-633-6323"
"876","이천 (신둔)"," 경기 이천시 신둔면 경충대로3160번길 9 ","031-634-0645"
"877","이천 (대월)"," 경기 이천시 대월면 사동로 73 ","031-637-1089"
"878","이천 (부발)"," 경기 이천시 부발읍 무촌로 125 ","031-634-3737"
"879","여주 (본점)"," 경기 여주시 세종로14번길 5 ","031-883-3101"
"880","여주 (가남)"," 경기 여주시 가남읍 태평로 25 ","031-883-4333"
"881","여주 (산북)"," 경기 여주시 산북면 상품로 74 ","031-883-4781"
"882","삼성전자 (평택)"," 경기 평택시 고덕면 삼성로 144 ","070-7034-0012"
"883","평택중앙 (본점)"," 경기 평택시 중앙2로 7 ","031-652-4951"
"884","평택중앙 (통복)"," 경기 평택시 중앙로 9-1 ","031-652-7201"
"885","평택중앙 (비전)"," 경기 평택시 문화촌로 3 ","031-655-0071"
"886","평택중앙 (세교)"," 경기 평택시 세교3로 26 ","031-655-4290"
"887","평택중앙 (소사벌)"," 경기 평택시 평남로 941 ","031-655-9445"
"888","안중 (본점)"," 경기 평택시 안중읍 안현로서8길 31-8 ","031-681-2369"
"889","안중 (포승)"," 경기 평택시 포승읍 서동대로 1132 ","031-683-2100"
"890","안중 (안중)"," 경기 평택시 안중읍 안현로서2길 34 ","031-682-4578"
"891","엘지전자평택 (본점)"," 경기 평택시 진위면 엘지로 222 ","031-610-5105"
"892","쌍용자동차 (본점)"," 경기 평택시 동삭로 455-12 ","031-610-1253"
"893","송탄 (본점)"," 경기 평택시 지산로12번길 29 ","031-664-9746"
"894","송탄 (신장)"," 경기 평택시 밀월로35번길 3 ","031-666-5175"
"895","송탄 (서정)"," 경기 평택시 점촌로 36 ","031-665-5366"
"896","송탄 (서정시장)"," 경기 평택시 서정역로55번길 29 ","031-665-8801"
"897","안성 (본점)"," 경기 안성시 중앙로400번길 24 ","031-675-3987"
"898","안성 (공도)"," 경기 안성시 공도읍 공도4로 19 ","031-618-3980"
"899","안성장학 (본점)"," 경기 안성시 죽산면 죽주로 259 ","031-676-6735"
"900","안성장학 (안성)"," 경기 안성시 중앙로 405-1 ","031-676-5213"
"901","안성장학 (일죽)"," 경기 안성시 일죽면 금일로 444 ","031-677-6735"
"902","강화 (본점)"," 인천광역시 강화군 강화읍 강화대로 396-2 ","032-934-0071"
"903","강화 (중앙)"," 인천 강화군 강화읍 강화대로 431 ","032-934-6787"
"904","서인천 (본점)"," 인천광역시 서구 승학로 247 ","032-561-9102"
"905","서인천 (연희)"," 인천 서구 서곶로 359 ","032-561-3100"
"906","서인천 (검단)"," 인천 서구 원당대로 664 ","032-567-3300"
"907","서인천 (검암)"," 인천 서구 승학로 502 ","032-567-9102"
"908","서인천 (청라)"," 인천 서구 청라라임로 86 ","032-568-3200"
"909","인천서부 (본점)"," 인천광역시 서구 율도로 84 ","032-572-5505"
"910","인천서부 (신현)"," 인천 서구 신현로 45 ","032-572-0023"
"911","인천서부 (석남)"," 인천 서구 옻우물로 3 ","032-577-5503"
"912","인천서부 (청라)"," 인천 서구 보석로 42 ","032-715-7456"
"913","인천서부 (가정)"," 인천 서구 청중로 486 ","032-715-7452"
"914","서해 (본점)"," 인천광역시 서구 원적로 99 ","032-583-0070"
"915","서해 (제1)"," 인천 서구 고래울로 40 ","032-583-4174"
"916","서해 (제2)"," 인천 서구 장고개로337번길 16 ","032-583-0470"
"917","가좌 (본점)"," 인천광역시 서구 가정로126번길 23 ","032-575-8513"
"918","가좌 (신명)"," 인천 서구 가정로 127 ","032-579-7585"
"919","송화 (본점)"," 인천 동구 화수로69번길 12 ","032-763-6781"
"920","송화 (송현)"," 인천 동구 화수로 18 ","032-761-0323"
"921","평화 (본점)"," 인천광역시 동구 화도진로 78 ","032-773-6833"
"922","평화 (화수)"," 인천 동구 화도진로 102-1 ","032-766-7109"
"923","송림 (본점)"," 인천 동구 송림로145번길 9 ","032-764-7081"
"924","송림 (로타리)"," 인천 동구 솔빛로91번길 7 ","032-765-6688"
"925","송림 (인천교)"," 인천 동구 방축로177번길 22-3 ","032-577-7081"
"926","희망 (본점)"," 인천광역시 동구 송림로 99-2 ","032-766-7176"
"927","희망 (서흥)"," 인천 동구 인중로680번길 8 ","032-761-1191"
"928","희망 (금송)"," 인천 동구 금곡로 93 ","032-777-4090"
"929","화도진 (본점)"," 인천 동구 송현로 30 ","032-764-2225"
"930","화도진 (만석동)"," 인천 동구 제물량로 397 ","032-764-6089"
"931","신선 (본점)"," 인천 중구 서해대로454번길 6 ","032-882-6522"
"932","동인천 (본점)"," 인천 중구 우현로67번길 71 ","032-763-5111"
"933","영종 (본점)"," 인천 중구 하늘별빛로65번길 11 ","032-751-3181"
"934","영종 (운서)"," 인천시 중구 운서동 ","032-751-6116"
"935","신포중앙 (본점)"," 인천 중구 제물량로 150-2 ","032-763-1230"
"936","신포중앙 (중앙동)"," 인천 중구 신포로27번길 53 ","032-764-6767"
"937","송북 (본점)"," 인천 중구 차이나타운로44번길 31-5 ","032-761-6054"
"938","송북 (율목)"," 인천 중구 서해대로483번길 19 ","032-773-7355"
"939","SK hynix (영종도)"," 인천 중구 자유무역로 191 ","032-746-9116"
"940","제물포 (본점)"," 인천 남구 수봉로 22-1 ","032-887-2045"
"941","제물포 (숭의3동)"," 인천 남구 석정로126번길 6 ","032-888-8500"
"942","용일 (본점)"," 인천 남구 인주대로 200 ","032-865-0077"
"943","용일 (용남)"," 인천 남구 인주대로266번길 18 ","032-868-3305"
"944","미추홀 (본점)"," 인천광역시 남구 아암대로29번길 68 ","032-888-2244"
"945","미추홀 (용오)"," 인천 남구 토금남로 53 ","032-888-2246"
"946","새인천 (본점)"," 인천 남구 인주대로 125 ","032-882-3202"
"947","새인천 (새인천)"," 인천 남구 독배로382번길 14 ","032-881-3320"
"948","한마음 (본점)"," 인천 남구 인하로 109 ","032-863-1982"
"949","학익 (본점)"," 인천 남구 소성로 127-1 ","032-876-8500"
"950","학익 (1지점)"," 인천 남구 소성로 72 ","032-876-8504"
"951","학익 (2지점)"," 인천 남구 소성로 122 ","032-876-8505"
"952","온누리 (본점)"," 인천시 남구 학익2동 ","032-868-8860"
"953","온누리 (신동아)"," 인천시 남구 학익2동 ","032-868-8862"
"954","도화1동 (본점)"," 인천광역시 남구 경인로 248 ","032-863-6661"
"955","도화1동 (수봉공원)"," 인천 남구 경인로 184-1 ","032-863-6664"
"956","도화2동 (본점)"," 인천 남구 석정로 298 ","032-875-0701"
"957","도화2동 (도화역)"," 인천 남구 도화2.3동 ","032-862-9171"
"958","도화3동 (본점)"," 인천광역시 남구 연송로 49 ","032-766-6735"
"959","도화3동 (인천교)"," 인천 남구 염전로239번길 31 ","032-863-0731"
"960","주안 (본점)"," 인천 남구 경원대로864번길 49 ","032-424-2011"
"961","주안 (5동)"," 인천 남구 길파로 21-2 ","032-867-1224"
"962","남인천 (본점)"," 인천 남구 미추홀대로657번길 72 ","032-875-7330"
"963","남인천 (중앙)"," 인천 남구 미추홀대로 643 ","032-873-4330"
"964","주안동신기 (본점)"," 인천광역시 남구 인하로262번길 5 ","032-866-8437"
"965","석바위 (본점)"," 인천 남구 경원대로 826 ","032-421-6511"
"966","석바위 (지점)"," 인천 남구 미추홀대로 646 ","032-421-6311"
"967","관교문학동 (본점)"," 인천광역시 남구 매소홀로 540 ","032-429-5501"
"968","관교문학동 (관교)"," 인천 남구 주승로 180 ","032-421-2125"
"969","인하대학교 (본점)"," 인천 남구 인하로 100 ","032-860-7136"
"970","숭의 (본점)"," 인천 남구 미추로 19 ","032-882-0760"
"971","숭의 (제1분사무소)"," 인천 남구 샛골로 8-13 ","032-882-9558"
"972","앰코테크놀로지코리아 (본점)"," 인천 연수구 송도미래로 150 ","032-728-4455"
"973","관교문학동 (선학)"," 인천 연수구 학나래로118번길 9 ","032-814-6414"
"974","연수 (본점)"," 인천 연수구 한나루로 181 ","032-831-6020"
"975","연수 (옥련)"," 인천 연수구 독배로40번길 43 ","032-831-2028"
"976","연수 (청학)"," 인천 연수구 청학로15번길 4 ","032-831-2050"
"977","연수 (동춘)"," 인천 연수구 먼우금로 126 ","032-816-0188"
"978","연수 (연수)"," 인천 연수구 비류대로433번길 6 ","032-822-6090"
"979","송도 (본점)"," 인천 연수구 컨벤시아대로 81 ","032-859-5300"
"980","앰코테크놀로지코리아 (부평)"," 인천 계양구 아나지로 110 ","032-540-3190"
"981","북인천 (본점)"," 인천 계양구 안남로 558 ","032-549-5900"
"982","북인천 (제1)"," 인천 계양구 효서로 99 ","032-552-0031"
"983","북인천 (제2)"," 인천 계양구 새벌로 168 ","032-549-0400"
"984","효성 (본점)"," 인천 계양구 안남로 495 ","032-547-7001"
"985","효성 (샛별)"," 인천 계양구 효서로 53 ","032-547-8900"
"986","효성 (효성남)"," 인천 계양구 새벌로 120 ","032-547-7201"
"987","계산 (본점)"," 인천 계양구 계양대로 201 ","032-541-3001"
